"","Grupo","Fecha","Destino","Tarifa.min","Duración","Cantidad"
"590","Asesores","T","Mexico",0.026,0,0
"591","Asesores","T","Mexico",0.026,0,0
"592","Asesores","T","Mexico",0.026,0,0
"593","","T","Mexico",0.026,4,0.1
"594","Asesores","T","Mexico",0.026,0,0
"595","Asesores","T","USA",0.021,8,0.06
"596","Asesores","T","Mexico",0.026,352,0.23
"597","Asesores","T","Mexico",0.026,0,0
"598","Asesores","T","Peru",0.126,50,0.2
"599","Asesores","T","Mexico",0.026,0,0
"600","Tutores","T","Ecuador",0.135,0,0
"601","Asesores","T","Mexico",0.026,95,0.12
"602","Tutores","T","Ecuador",0.226,0,0
"603","UCC","T","Mexico",0.026,0,0
"604","UCC","T","Mexico",0.007,0,0
"605","Asesores","T","Mexico",0.026,0,0
"606","Asesores","T","Mexico",0.026,0,0
"607","Asesores","T","Peru",0.126,1,0.2
"608","Tutores","T","DominicanRepublic",0.142,20,0.21
"609","UCC","T","Mexico",0.026,72,0.12
"610","UCC","T","Mexico",0.007,0,0
"611","Tutores","T","Bolivia",0.114,0,0
"612","","T","Colombia",0.063,115,0.2
"613","Asesores","T","Mexico",0.026,0,0
"614","Asesores","T","Mexico",0.026,555,0.33
"615","Asesores","T","Mexico",0.026,0,0
"616","UCC","T","Mexico",0.026,86,0.12
"617","Asesores","T","Mexico",0.026,0,0
"618","Asesores","T","Mexico",0.026,13,0.1
"619","Asesores","T","Colombia",0.063,26,0.13
"620","Asesores","T","Mexico",0.026,3,0.1
"621","Asesores","T","Mexico",0.026,3,0.1
"622","","T","Colombia",0.063,0,0
"623","Asesores","T","Mexico",0.026,111,0.12
"624","UCC","T","Mexico",0.026,31,0.1
"625","Asesores","T","Mexico",0.026,0,0
"626","UCC","T","Mexico",0.026,14,0.1
"627","Asesores","T","Mexico",0.026,0,0
"628","UCC","T","Mexico",0.007,0,0
"629","UCC","T","Mexico",0.026,1,0.1
"630","UCC","T","Mexico",0.007,0,0
"631","Tutores","T","USA",0.021,4,0.06
"632","Asesores","T","Mexico",0.026,93,0.12
"633","Asesores","T","Mexico",0.026,0,0
"634","Asesores","T","Mexico",0.026,0,0
"635","Asesores","T","Colombia",0.063,0,0
"636","Asesores","T","Colombia",0.063,0,0
"637","Asesores","T","Colombia",0.063,0,0
"638","Asesores","T","Mexico",0.026,0,0
"639","Asesores","T","Mexico",0.026,0,0
"640","Asesores","T","Colombia",0.063,0,0
"641","Tutores","T","Bolivia",0.158,85,0.39
"642","Tutores","T","Bolivia",0.158,3,0.23
"643","Asesores","T","Spain",0.09,0,0
"644","Asesores","T","Mexico",0.026,184,0.17
"645","Tutores","T","Colombia",0.063,102,0.2
"646","Asesores","T","Mexico",0.026,69,0.12
"647","Asesores","T","Mexico",0.026,53,0.1
"648","Asesores","T","Colombia",0.063,12,0.13
"649","Asesores","T","Peru",0.126,56,0.2
"650","Asesores","T","Mexico",0.026,0,0
"651","Asesores","T","Mexico",0.026,0,0
"652","Asesores","T","Mexico",0.026,0,0
"653","Asesores","T","Colombia",0.063,3,0.13
"654","Asesores","T","Mexico",0.026,0,0
"655","Asesores","T","Colombia",0.04,0,0
"656","Asesores","T","Mexico",0.026,74,0.12
"657","Asesores","T","Mexico",0.026,0,0
"658","Tutores","T","Mexico",0.026,0,0
"659","Asesores","T","Mexico",0.026,561,0.33
"660","UCC","T","Mexico",0.026,54,0.1
"661","UCC","T","Mexico",0.007,0,0
"662","Tutores","T","Switzerland",0.181,158,0.61
"663","UCC","T","Mexico",0.026,0,0
"664","UCC","T","Mexico",0.007,0,0
"665","Asesores","T","DominicanRepublic",0.142,241,0.78
"666","Asesores","T","DominicanRepublic",0.142,9,0.21
"667","UCC","T","Mexico",0.026,3,0.1
"668","UCC","T","Mexico",0.007,0,0
"669","Asesores","T","Mexico",0.026,0,0
"670","UCC","T","Mexico",0.026,60,0.1
"671","Asesores","T","Mexico",0.026,0,0
"672","UCC","T","Mexico",0.026,0,0
"673","Asesores","T","Mexico",0.026,0,0
"674","UCC","T","Mexico",0.026,4,0.1
"675","UCC","T","Mexico",0.026,3,0.1
"676","UCC","T","Mexico",0.007,0,0
"677","Tutores","T","Ecuador",0.226,0,0
"678","Tutores","T","CostaRica",0.086,140,0.33
"679","","T","Colombia",0.063,503,0.64
"680","Tutores","T","France",0.072,45,0.14
"681","","T","Germany",0.09,0,0
"682","Asesores","T","Mexico",0.026,223,0.17
"683","Asesores","T","Mexico",0.026,72,0.12
"684","","T","Germany",0.09,0,0
"685","Tutores","T","Mexico",0.007,17,0.05
"686","Asesores","T","Paraguay",0.209,6,0.28
"687","Tutores","T","Mexico",0.026,0,0
"688","Asesores","T","Mexico",0.026,657,0.36
"689","Asesores","T","Mexico",0.026,0,0
"690","Asesores","T","Mexico",0.026,0,0
"691","Asesores","T","Mexico",0.026,0,0
"692","Asesores","T","Mexico",0.026,18,0.1
"693","Asesores","T","Peru",0.126,0,0
"694","Tutores","T","Colombia",0.063,115,0.2
"695","Tutores","T","Colombia",0.04,12,0.11
"696","Tutores","T","Colombia",0.04,5,0.11
"697","Tutores","T","Colombia",0.04,23,0.11
"698","Tutores","T","Colombia",0.063,0,0
"699","Tutores","T","Colombia",0.063,0,0
"700","Tutores","T","Colombia",0.04,0,0
"701","Asesores","T","Mexico",0.026,0,0
"702","Tutores","T","Mexico",0.026,18,0.1
"703","Asesores","T","Honduras",0.357,7,0.43
"704","Asesores","T","France",0.072,361,0.57
"705","Asesores","T","Colombia",0.063,0,0
"706","Asesores","T","Colombia",0.063,0,0
"707","Tutores","T","CostaRica",0.086,0,0
"708","Asesores","T","Spain",0.09,10,0.16
"709","Tutores","T","Andorra",0.211,85,0.49
"710","Tutores","T","Colombia",0.063,442,0.57
"711","Tutores","T","Colombia",0.063,21,0.13
"712","Tutores","T","Colombia",0.063,757,0.89
"713","Tutores","T","Peru",0.126,0,0
"714","Tutores","T","Portugal",0.113,0,0
"715","Tutores","T","UnitedKingdom",0.09,22,0.16
"716","Asesores","T","Mozambique",0.378,0,0
"717","Tutores","T","UnitedKingdom",0.09,27,0.16
"718","Tutores","T","UnitedKingdom",0.09,0,0
"719","Tutores","T","France",0.072,863,1.15
"720","Tutores","T","CzechRepublic",0.108,0,0
"721","Tutores","T","France",0.072,642,0.86
"722","Asesores","T","Mexico",0.026,0,0
"723","Asesores","T","Mexico",0.026,9,0.1
"724","Asesores","T","Mexico",0.026,30,0.1
"725","Asesores","T","Mexico",0.026,0,0
"726","Asesores","T","Mexico",0.026,0,0
"727","Asesores","T","Mexico",0.026,0,0
"728","Asesores","T","Mexico",0.026,0,0
"729","Asesores","T","Peru",0.021,68,0.08
"730","Asesores","T","Mexico",0.026,155,0.15
"731","Asesores","T","Ecuador",0.226,1,0
"732","Asesores","T","Mexico",0.026,77,0.12
"733","Asesores","T","Mexico",0.026,0,0
"734","Asesores","T","Mexico",0.026,0,0
"735","Asesores","T","Mexico",0.026,0,0
"736","Asesores","T","Mexico",0.026,0,0
"737","Asesores","T","Mexico",0.026,0,0
"738","Asesores","T","Mexico",0.026,0,0
"739","Asesores","T","Mexico",0.026,0,0
"740","Asesores","T","Mexico",0.026,0,0
"741","Asesores","T","Mexico",0.026,0,0
"742","Asesores","T","Mexico",0.026,0,0
"743","Asesores","T","Mexico",0.026,0,0
"744","Asesores","T","Mexico",0.026,0,0
"745","Asesores","T","Mexico",0.026,3,0.1
"746","Asesores","T","Mexico",0.026,0,0
"747","Asesores","T","Mexico",0.026,33,0.1
"748","Asesores","T","Mexico",0.026,0,0
"749","Asesores","T","Mexico",0.026,0,0
"750","Asesores","T","Mexico",0.026,0,0
"751","Asesores","T","Mexico",0.026,0,0
"752","UCC","T","Mexico",0.026,0,0
"753","","T","Portugal",0.113,7,0.18
"754","Asesores","T","Mexico",0.026,19,0.1
"755","UCC","T","Mexico",0.026,37,0.1
"756","Asesores","T","Mexico",0.026,0,0
"757","Asesores","T","Mexico",0.026,79,0.12
"758","","T","Peru",0.126,66,0.32
"759","Asesores","T","Bolivia",0.158,1,0.23
"760","UCC","T","Mexico",0.026,115,0.12
"761","","T","CostaRica",0.086,1,0
"762","Asesores","T","Colombia",0.063,0,0
"763","Asesores","T","Colombia",0.04,59,0.11
"764","Dsigno","T","Argentina",0.153,6,0.22
"765","Asesores","T","Colombia",0.063,1,0
"766","Asesores","T","Mexico",0.026,0,0
"767","Asesores","T","Peru",0.126,3,0.2
"768","Asesores","T","Mexico",0.026,0,0
"769","UCC","T","Mexico",0.026,10,0.1
"770","Asesores","T","Peru",0.126,2,0.2
"771","UCC","T","Mexico",0.026,0,0
"772","UCC","T","Mexico",0.026,10,0.1
"773","Asesores","T","Colombia",0.063,5,0.13
"774","Asesores","T","Colombia",0.063,0,0
"775","Asesores","T","Mexico",0.026,0,0
"776","UCC","T","Mexico",0.026,0,0
"777","UCC","T","Mexico",0.026,0,0
"778","UCC","T","Mexico",0.026,36,0.1
"779","Asesores","T","Bolivia",0.158,0,0
"780","Asesores","T","Mexico",0.026,122,0.15
"781","Administracion","T","Guatemala",0.144,4,0.21
"782","Administracion","T","Mexico",0.026,0,0
"783","Administracion","T","Mexico",0.026,0,0
"784","Asesores","T","Peru",0.126,35,0.2
"785","Asesores","T","Peru",0.126,24,0.2
"786","Administracion","T","Mexico",0.007,217,0.07
"787","Administracion","T","Mexico",0.026,0,0
"788","Asesores","T","Mexico",0.026,2,0.1
"789","Administracion","T","Mexico",0.026,0,0
"790","Asesores","T","Mexico",0.026,10,0.1
"791","Asesores","T","Colombia",0.063,0,0
"792","Asesores","T","Paraguay",0.209,37,0.28
"793","Asesores","T","Mexico",0.026,471,0.28
"794","","T","Colombia",0.063,0,0
"795","Asesores","T","Mexico",0.026,5,0.1
"796","Tutores","T","Mexico",0.026,19,0.1
"797","Tutores","T","Mexico",0.026,137,0.15
"798","Asesores","T","Uruguay",0.239,53,0.31
"799","Tutores","T","Brazil",0.022,0,0
"800","Asesores","T","Mexico",0.026,366,0.25
"801","Tutores","T","Colombia",0.063,186,0.32
"802","Tutores","T","Colombia",0.063,15,0.13
"803","Tutores","T","Chile",0.153,103,0.38
"804","Administracion","T","Paraguay",0.209,22,0.28
"805","Asesores","T","Colombia",0.063,0,0
"806","Asesores","T","Brazil",0.111,4,0.18
"807","Administracion","T","Mexico",0.026,0,0
"808","Tutores","T","Andorra",0.05,0,0
"809","Asesores","T","Guatemala",0.137,8,0.21
"810","Asesores","T","Mexico",0.026,346,0.23
"811","","T","Mexico",0.026,0,0
"812","","T","Spain",0,0,0
"813","","T","Mexico",0.026,0,0
"814","","T","Mexico",0.007,0,0
"815","Tutores","T","Mexico",0.026,35,0.1
"816","CPA","T","Spain",0.09,540,0.88
"817","CPA","T","Spain",0.09,2,0.16
"818","Tutores","T","CostaRica",0.086,4,0.16
"819","Tutores","T","Mexico",0.007,0,0
"820","Tutores","T","USA",0.021,108,0.08
"821","Tutores","T","Spain",0,0,0
"822","Tutores","T","Peru",0.126,0,0
"823","Tutores","T","Mexico",0.026,0,0
"824","Asesores","T","Colombia",0.063,7,0.13
"825","Tutores","T","Chile",0.153,29,0.22
"826","Tutores","T","Portugal",0.113,0,0
"827","Asesores","T","Mexico",0.026,494,0.3
"828","","T","Panama",0.177,187,0.78
"829","Tutores","T","Mexico",0.026,0,0
"830","Asesores","T","Mexico",0.026,0,0
"831","Asesores","T","Honduras",0.357,49,0.43
"832","Asesores","T","Chile",0.153,3,0.22
"833","Asesores","T","Mexico",0.026,28,0.1
"834","Asesores","T","Chile",0.021,0,0
"835","","T","Panama",0.177,637,2.02
"836","Asesores","T","Colombia",0.04,0,0
"837","Asesores","T","Colombia",0.04,0,0
"838","Tutores","T","Mexico",0.026,0,0
"839","Tutores","T","Mexico",0.026,0,0
"840","Asesores","T","Mexico",0.026,0,0
"841","","T","Ecuador",0.226,259,1.2
"842","Asesores","T","Colombia",0.063,1123,1.27
"843","Asesores","T","Mexico",0.007,0,0
"844","Asesores","T","Mexico",0.007,0,0
"845","Asesores","T","Mexico",0.026,0,0
"846","Tutores","T","Peru",0.126,477,1.08
"847","Asesores","T","Mexico",0.026,0,0
"848","Tutores","T","Colombia",0.063,64,0.2
"849","","T","Ecuador",0.226,33,0.3
"850","","T","Ecuador",0.226,1,0
"851","Tutores","T","Colombia",0.063,192,0.32
"852","UCC","T","Mexico",0.026,400,0.25
"853","UCC","T","Mexico",0.007,0,0
"854","Asesores","T","Mexico",0.026,591,0.33
"855","Tutores","T","Andorra",0.211,208,0.91
"856","Asesores","T","Mexico",0.026,10,0.1
"857","Asesores","T","Mexico",0.026,0,0
"858","Asesores","T","Mexico",0.026,41,0.1
"859","Asesores","T","Mexico",0.026,0,0
"860","Asesores","T","Chile",0.021,0,0
"861","Asesores","T","Mexico",0.026,0,0
"862","Asesores","T","Chile",0.021,54,0.06
"863","Asesores","T","Chile",0.021,0,0
"864","Asesores","T","Mexico",0.026,19,0.1
"865","Asesores","T","Colombia",0.063,0,0
"866","Asesores","T","Colombia",0.063,578,0.7
"867","Tutores","T","USA",0.021,0,0
"868","Asesores","T","UnitedKingdom",0.09,3,0.16
"869","Asesores","T","Colombia",0.063,0,0
"870","Asesores","T","Colombia",0.063,31,0.13
"871","Tutores","T","Mexico",0.026,0,0
"872","Tutores","T","Colombia",0.063,0,0
"873","Asesores","T","Paraguay",0.209,123,0.7
"874","Asesores","T","Colombia",0.063,17,0.13
"875","Asesores","T","Colombia",0.063,39,0.13
"876","Asesores","T","Colombia",0.063,0,0
"877","Asesores","T","Bolivia",0.158,33,0.23
"878","Asesores","T","Colombia",0.063,19,0.13
"879","Tutores","T","Colombia",0.063,128,0.26
"880","Asesores","T","Malawi",0.292,0,0
"881","Asesores","T","Peru",0.126,13,0.2
"882","Tutores","T","Colombia",0.063,108,0.2
"883","Tutores","T","Germany",0.021,0,0
"884","Tutores","T","Germany",0.021,0,0
"885","Tutores","T","UnitedKingdom",0.09,3,0.16
"886","Tutores","T","Sweden",0.09,2,0.16
"887","Tutores","T","UnitedKingdom",0.09,4,0.16
"888","CPA","T","Spain",0.09,716,1.15
"889","Asesores","T","Colombia",0.04,0,0
"890","Asesores","T","Guatemala",0.137,9,0.21
"891","Asesores","T","Mexico",0.026,744,0.41
"892","Asesores","T","Mexico",0.026,0,0
"893","Asesores","T","Colombia",0.063,426,0.57
"894","Asesores","T","Mexico",0.026,63,0.12
"895","Asesores","T","Mexico",0.026,10,0.1
"896","Asesores","T","Colombia",0.063,409,0.51
"897","Asesores","T","Mexico",0.026,70,0.12
"898","Asesores","T","Colombia",0.063,21,0.13
"899","Asesores","T","Mexico",0.026,0,0
"900","Asesores","T","Mexico",0.026,0,0
"901","Asesores","T","Mexico",0.026,32,0.1
"902","Asesores","T","Mexico",0.007,0,0
"903","Asesores","T","Mexico",0.026,0,0
"904","Asesores","T","Mexico",0.026,0,0
"905","Asesores","T","Mexico",0.026,0,0
"906","Asesores","T","Mexico",0.026,0,0
"907","Asesores","T","Switzerland",0.181,40,0.25
"908","Asesores","T","Mexico",0.026,42,0.1
"909","Asesores","T","Mexico",0.026,0,0
"910","Asesores","T","Mexico",0.026,0,0
"911","Asesores","T","Mexico",0.026,0,0
"912","Asesores","T","Mexico",0.026,71,0.12
"913","Asesores","T","Mexico",0.026,0,0
"914","Asesores","T","Mexico",0.026,0,0
"915","Asesores","T","Mexico",0.026,32,0.1
"916","Asesores","T","Mexico",0.026,0,0
"917","Asesores","T","Mexico",0.026,0,0
"918","Asesores","T","Mexico",0.026,0,0
"919","Asesores","T","Mexico",0.026,0,0
"920","Asesores","T","Mexico",0.026,0,0
"921","Asesores","T","Mexico",0.026,0,0
"922","","T","Colombia",0.063,303,0.45
"923","UCC","T","Mexico",0.026,0,0
"924","UCC","T","Mexico",0.026,0,0
"925","Asesores","T","Mexico",0.026,0,0
"926","Asesores","T","",0,0,0
"927","UCC","T","Mexico",0.026,0,0
"928","Asesores","T","Mexico",0.026,440,0.28
"929","UCC","T","Mexico",0.026,0,0
"930","","T","Spain",0.09,8,0.16
"931","Asesores","T","Mexico",0.026,0,0
"932","","T","Mexico",0.026,0,0
"933","Asesores","T","Mexico",0.026,0,0
"934","Asesores","T","Mexico",0.026,0,0
"935","Asesores","T","Mexico",0.026,0,0
"936","Asesores","T","Mexico",0.007,0,0
"937","Asesores","T","Mexico",0.007,0,0
"938","UCC","T","Mexico",0.026,0,0
"939","UCC","T","Mexico",0.026,65,0.12
"940","UCC","T","Mexico",0.007,0,0
"941","Asesores","T","Mexico",0.026,283,0.2
"942","Asesores","T","Mexico",0.026,0,0
"943","Asesores","T","Mexico",0.026,90,0.12
"944","Asesores","T","Mexico",0.026,6,0.1
"945","Asesores","T","Mexico",0.026,0,0
"946","Asesores","T","Mexico",0.026,0,0
"947","Asesores","T","Mexico",0.026,34,0.1
"948","Asesores","T","Colombia",0.063,20,0.13
"949","Asesores","T","Mexico",0.026,18,0.1
"950","UCC","T","Mexico",0.026,628,0.36
"951","Asesores","T","Mexico",0.026,0,0
"952","Asesores","T","Mexico",0.026,0,0
"953","UCC","T","Mexico",0.026,0,0
"954","UCC","T","Mexico",0.026,0,0
"955","UCC","T","Mexico",0.007,0,0
"956","Asesores","T","Mexico",0.026,58,0.1
"957","UCC","T","Mexico",0.026,0,0
"958","UCC","T","Mexico",0.026,0,0
"959","Asesores","T","Mexico",0.026,0,0
"960","Asesores","T","Bolivia",0.158,0,0
"961","Asesores","T","Mexico",0.026,0,0
"962","Asesores","T","Mexico",0.026,525,0.3
"963","Asesores","T","Colombia",0.063,0,0
"964","Asesores","T","Mexico",0.026,0,0
"965","Asesores","T","Mexico",0.026,0,0
"966","Asesores","T","Mexico",0.026,0,0
"967","Asesores","T","Mexico",0.026,0,0
"968","Tutores","T","Colombia",0.063,76,0.2
"969","Asesores","T","Mexico",0.026,0,0
"970","Asesores","T","Guatemala",0.137,6,0.21
"971","Asesores","T","Mexico",0.026,0,0
"972","Asesores","T","Mexico",0.026,0,0
"973","Asesores","T","Mexico",0.026,0,0
"974","Asesores","T","Mexico",0.026,0,0
"975","Asesores","T","France",0.072,31,0.14
"976","Asesores","T","Ecuador",0.226,132,0.75
"977","","T","Mexico",0.026,909,0.49
"978","","T","Mexico",0.026,0,0
"979","Tutores","T","Colombia",0.063,0,0
"980","","T","Mexico",0.026,203,0.17
"981","Tutores","T","Germany",0.09,35,0.16
"982","Asesores","T","Mexico",0.026,1072,0.54
"983","Asesores","T","Mexico",0.026,0,0
"984","Asesores","T","Mexico",0.026,0,0
"985","Asesores","T","Peru",0.126,719,1.58
"986","Asesores","T","Peru",0.126,120,0.32
"987","Tutores","T","Colombia",0.04,0,0
"988","Tutores","T","Colombia",0.04,0,0
"989","Asesores","T","Mexico",0.026,380,0.25
"990","Tutores","T","Colombia",0.04,0,0
"991","Tutores","T","Colombia",0.063,0,0
"992","Tutores","T","Colombia",0.04,0,0
"993","Tutores","T","Colombia",0.04,0,0
"994","Asesores","T","Mexico",0.026,1,0
"995","Asesores","T","Mexico",0.026,0,0
"996","Tutores","T","Colombia",0.063,0,0
"997","Tutores","T","Netherlands",0,0,0
"998","Tutores","T","Colombia",0.063,0,0
"999","Tutores","T","Colombia",0.04,0,0
"1000","Asesores","T","Mexico",0.026,80,0.12
"1001","Asesores","T","Peru",0.126,81,0.32
"1002","Asesores","T","Colombia",0.063,0,0
"1003","Tutores","T","Bolivia",0.158,0,0
"1004","Tutores","T","DominicanRepublic",0.142,0,0
"1005","Tutores","T","Germany",0.021,148,0.1
"1006","Tutores","T","Switzerland",0.021,0,0
"1007","Tutores","T","Bolivia",0.114,0,0
"1008","Asesores","T","Mexico",0.026,689,0.38
"1009","Asesores","T","Mexico",0.026,20,0.1
"1010","Asesores","T","Mexico",0.026,16,0.1
"1011","Tutores","T","ElSalvador",0.244,104,0.56
"1012","Asesores","T","Mexico",0.026,64,0.12
"1013","Asesores","T","Mexico",0.026,0,0
"1014","Asesores","T","Mexico",0.026,0,0
"1015","Asesores","T","Mexico",0.026,0,0
"1016","Asesores","T","Mexico",0.026,0,0
"1017","Asesores","T","Mexico",0.026,4,0.1
"1018","Asesores","T","Mexico",0.026,0,0
"1019","Asesores","T","Peru",0.126,44,0.2
"1020","Asesores","T","Mexico",0.026,0,0
"1021","Asesores","T","Spain",0.09,8,0.16
"1022","Asesores","T","UnitedKingdom",0.09,163,0.34
"1023","Tutores","T","France",0.072,138,0.29
"1024","Tutores","T","Netherlands",0.021,0,0
"1025","","T","Mexico",0.026,772,0.41
"1026","Tutores","T","Colombia",0.063,0,0
"1027","Tutores","T","Netherlands",0.021,0,0
"1028","Tutores","T","Spain",0.09,0,0
"1029","Tutores","T","Spain",0.09,9,0.16
"1030","Asesores","T","Mexico",0.026,0,0
"1031","Tutores","T","Argentina",0.153,175,0.53
"1032","Asesores","T","Colombia",0.063,0,0
"1033","Asesores","T","CostaRica",0.062,431,0.57
"1034","Tutores","T","Ecuador",0.135,0,0
"1035","Asesores","T","CostaRica",0.062,27,0.13
"1036","Asesores","T","CostaRica",0.086,48,0.16
"1037","Tutores","T","Morocco",0.496,0,0
"1038","Asesores","T","ElSalvador",0.244,6,0.31
"1039","Tutores","T","Venezuela",0.193,0,0
"1040","Asesores","T","CostaRica",0.062,58,0.13
"1041","","T","Panama",0.177,45,0.25
"1042","Asesores","T","CostaRica",0.062,29,0.13
"1043","","T","Panama",0.177,0,0
"1044","Asesores","T","Chile",0.021,52,0.06
"1045","Asesores","T","Mexico",0.026,4,0.1
"1046","Tutores","T","Bolivia",0.158,156,0.54
"1047","Asesores","T","Mexico",0.026,34,0.1
"1048","Asesores","T","Mexico",0.026,29,0.1
"1049","Tutores","T","Mexico",0.007,36,0.05
"1050","Asesores","T","Mexico",0.026,14,0.1
"1051","Tutores","T","Mexico",0.026,0,0
"1052","Asesores","T","Colombia",0.063,173,0.26
"1053","Tutores","T","Mexico",0.007,0,0
"1054","Asesores","T","Peru",0.126,83,0.32
"1055","Tutores","T","Chile",0.153,22,0.22
"1056","Tutores","T","Mexico",0.026,0,0
"1057","Tutores","T","Colombia",0.063,0,0
"1058","Tutores","T","Ecuador",0.226,136,0.75
"1059","Tutores","T","DominicanRepublic",0.142,78,0.35
"1060","Tutores","T","Panama",0.177,465,1.49
"1061","Asesores","T","Colombia",0.063,73,0.2
"1062","Asesores","T","Colombia",0.063,148,0.26
"1063","Asesores","T","Mexico",0.026,0,0
"1064","Asesores","T","Mexico",0.007,0,0
"1065","Asesores","T","Guatemala",0.137,2,0.21
"1066","Tutores","T","Panama",0.177,141,0.6
"1067","Tutores","T","Paraguay",0.209,0,0
"1068","Tutores","T","Panama",0.177,0,0
"1069","Asesores","T","Colombia",0.063,0,0
"1070","Tutores","T","Germany",0.09,0,0
"1071","Asesores","T","Bolivia",0.158,0,0
"1072","Tutores","T","Bolivia",0.158,141,0.54
"1073","Tutores","T","Argentina",0.153,26,0.22
"1074","Asesores","T","Ecuador",0.226,0,0
"1075","Asesores","T","Colombia",0.063,0,0
"1076","Asesores","T","Colombia",0.04,0,0
"1077","Tutores","T","Ireland",0.09,7,0.16
"1078","Tutores","T","Portugal",0.113,71,0.3
"1079","Tutores","T","VirginIslandsUnitedStates",0.055,138,0.24
"1080","Tutores","T","UnitedKingdom",0.09,195,0.43
"1081","Tutores","T","Mexico",0.026,7,0.1
"1082","Tutores","T","UnitedKingdom",0.021,0,0
"1083","Tutores","T","UnitedKingdom",0.021,0,0
"1084","Tutores","T","Poland",0.017,5,0.06
"1085","Tutores","T","Andorra",0.211,1,0.28
"1086","Tutores","T","Andorra",0.211,17,0.28
"1087","Asesores","T","Brazil",0.111,0,0
"1088","Asesores","T","UnitedKingdom",0.09,255,0.52
"1089","Asesores","T","Colombia",0.063,0,0
"1090","Asesores","T","Colombia",0.063,0,0
"1091","Asesores","T","Colombia",0.063,0,0
"1092","Asesores","T","Colombia",0.063,49,0.13
"1093","Asesores","T","Colombia",0.063,58,0.13
"1094","Asesores","T","Colombia",0.063,0,0
"1095","Asesores","T","Mexico",0.026,80,0.12
"1096","Asesores","T","Colombia",0.063,0,0
"1097","Asesores","T","Peru",0.126,41,0.2
"1098","Asesores","T","Mexico",0.026,0,0
"1099","Asesores","T","Colombia",0.063,29,0.13
"1100","Asesores","T","Mexico",0.026,365,0.25
"1101","Asesores","T","Peru",0.126,134,0.45
"1102","Asesores","T","Mexico",0.026,0,0
"1103","Asesores","T","Colombia",0.063,1,0
"1104","Asesores","T","Mexico",0.026,0,0
"1105","Asesores","T","Peru",0.126,0,0
"1106","Asesores","T","Colombia",0.063,872,1.02
"1107","Asesores","T","Mexico",0.026,0,0
"1108","Asesores","T","Colombia",0.063,0,0
"1109","Asesores","T","Colombia",0.063,1103,1.27
"1110","Asesores","T","Mexico",0.026,0,0
"1111","Asesores","T","Mexico",0.026,0,0
"1112","","T","Mexico",0.026,0,0
"1113","Asesores","T","Mexico",0.026,0,0
"1114","","T","Mexico",0.026,0,0
"1115","","T","Mexico",0.007,0,0
"1116","","T","Mexico",0.026,0,0
"1117","Asesores","T","Mexico",0.026,289,0.2
"1118","Asesores","T","Mexico",0.026,0,0
"1119","Asesores","T","Mexico",0.026,0,0
"1120","Asesores","T","Mexico",0.026,0,0
"1121","Asesores","T","Mexico",0.026,43,0.1
"1122","Asesores","T","Colombia",0.063,894,1.02
"1123","Asesores","T","Mexico",0.026,0,0
"1124","Asesores","T","Mexico",0.026,89,0.12
"1125","","T","Bolivia",0.158,0,0
"1126","Asesores","T","Mexico",0.026,212,0.17
"1127","Asesores","T","Peru",0.126,0,0
"1128","Asesores","T","Mexico",0.026,0,0
"1129","Asesores","T","Peru",0.126,8,0.2
"1130","Asesores","T","Colombia",0.04,71,0.15
"1131","Asesores","T","Colombia",0.04,8,0.11
"1132","Asesores","T","Mexico",0.026,136,0.15
"1133","","T","Colombia",0.063,0,0
"1134","Asesores","T","Ecuador",0.226,0,0
"1135","Asesores","T","Mexico",0.026,177,0.15
"1136","Asesores","T","Mexico",0.026,33,0.1
"1137","Asesores","T","Mexico",0.026,102,0.12
"1138","Asesores","T","Mexico",0.026,0,0
"1139","Asesores","T","Guatemala",0.137,7,0.21
"1140","Asesores","T","Mexico",0.026,0,0
"1141","Asesores","T","Mexico",0.026,74,0.12
"1142","CPA","T","Spain",0.09,54,0.16
"1143","Asesores","T","Colombia",0.063,110,0.2
"1144","Tutores","T","Chile",0.153,60,0.22
"1145","Asesores","T","Peru",0.126,0,0
"1146","Asesores","T","Colombia",0.063,387,0.51
"1147","Asesores","T","Mexico",0.026,0,0
"1148","Asesores","T","Mexico",0.026,679,0.38
"1149","Asesores","T","Mexico",0.026,0,0
"1150","Asesores","T","Mexico",0.026,0,0
"1151","Asesores","T","Mexico",0.026,9,0.1
"1152","Asesores","T","Mexico",0.026,0,0
"1153","Asesores","T","Mexico",0.026,0,0
"1154","CPA","T","Spain",0.09,1140,1.78
"1155","Asesores","T","Peru",0.126,37,0.2
"1156","","T","Mexico",0.026,563,0.33
"1157","Asesores","T","Mexico",0.026,835,0.43
"1158","Asesores","T","Colombia",0.063,0,0
"1159","Asesores","T","Colombia",0.063,2,0.13
"1160","Tutores","T","CostaRica",0.086,229,0.41
"1161","Asesores","T","Mexico",0.026,48,0.1
"1162","Asesores","T","Peru",0.126,146,0.45
"1163","Asesores","T","Peru",0.126,52,0.2
"1164","CPA","T","Spain",0.09,469,0.79
"1165","Asesores","T","Colombia",0.063,0,0
"1166","Asesores","T","Mexico",0.026,19,0.1
"1167","Asesores","T","Brazil",0.111,0,0
"1168","CPA","T","Spain",0.09,50,0.16
"1169","Asesores","T","Mexico",0.026,5,0.1
"1170","Asesores","T","Colombia",0.063,0,0
"1171","Asesores","T","Spain",0,0,0
